Namn;pgkod;persnr;Namn;meritp;Namn ;Kurskod;HP;Obligatorisk;betyg
Systemvetenskap;LIU50008;5025147262;Pippy Ficker;11.15;Informatik, teknik och lärande;HIIA66;5;1;U
Systemvetenskap;LIU50008;5025147262;Pippy Ficker;11.15;Organisationsteori;HFEA64;5;1;U
Systemvetenskap;LIU50008;5025147262;Pippy Ficker;11.15;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;U
Systemvetenskap;LIU50008;5025147262;Pippy Ficker;11.15;Diskret matematik och logik;HMAA61;5;0;U
Systemvetenskap;LIU50008;5025147262;Pippy Ficker;11.15;Datorteknik och datornät;HIIC62;5;1;U
Systemvetenskap;LIU50008;5025147262;Pippy Ficker;11.15;Konstruktion och förvaltning av programvara;HIIB69;10;1;U
Systemvetenskap;LIU50008;7253300398;Kimberli Tanniere;17.42;Konstruktion av programvara;HIIB70;5;1;VG
Systemvetenskap;LIU50008;7253300398;Kimberli Tanniere;17.42;IT-rätt;HAFA61;5;1;G
Systemvetenskap;LIU50008;7253300398;Kimberli Tanniere;17.42;Socialpsykologi i arbetslivet;HSOA65;5;0;G
Systemvetenskap;LIU50008;7253300398;Kimberli Tanniere;17.42;Affärssystem och organisering;HIIC81;5;0;G
Systemvetenskap;LIU50008;7253300398;Kimberli Tanniere;17.42;Introduktion till systemutveckling;HIIA67;15;1;G
Systemvetenskap;LIU50008;7253300398;Kimberli Tanniere;17.42;Ekonomiska aspekter på informationssystem;HFEA65;10;1;G
Systemvetenskap;LIU50008;7253300398;Kimberli Tanniere;17.42;Databasteknik;HIID78;5;0;G
Systemvetenskap;LIU50008;7253300398;Kimberli Tanniere;17.42;Handlingsbarhet design och utvärdering;HIIC80;5;0;G
Systemvetenskap;LIU50008;7253300398;Kimberli Tanniere;17.42;Informatik, teknik och lärande;HIIA66;5;1;U
Systemvetenskap;LIU50008;7253300398;Kimberli Tanniere;17.42;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;VG
Systemvetenskap;LIU50008;7253300398;Kimberli Tanniere;17.42;Diskret matematik och logik;HMAA61;5;0;G
Systemvetenskap;LIU50008;7253300398;Kimberli Tanniere;17.42;Design för användbarhet;HIID70;10;0;G
Systemvetenskap;LIU50008;7253300398;Kimberli Tanniere;17.42;Datorteknik och datornät;HIIC62;5;1;G
Systemvetenskap;LIU50008;7253300398;Kimberli Tanniere;17.42;Objektorienterad systemutveckling;HIIC78;5;1;VG
Systemvetenskap;LIU50008;7253300398;Kimberli Tanniere;17.42;Inter och Intranet;HIIB72;5;1;G
Systemvetenskap;LIU50008;7253300398;Kimberli Tanniere;17.42;Samhällsvetenskaplig kunskapsbildning;HIIC65;5;1;G
Systemvetenskap;LIU50008;4463833569;Kristyn CPM;10.54;Databasteknik;HIID78;5;0;U
Systemvetenskap;LIU50008;4463833569;Kristyn CPM;10.54;Handlingsbarhet design och utvärdering;HIIC80;5;0;U
Systemvetenskap;LIU50008;4463833569;Kristyn CPM;10.54;Organisationsteori;HFEA64;5;1;G
Systemvetenskap;LIU50008;4463833569;Kristyn CPM;10.54;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;G
Systemvetenskap;LIU50008;4463833569;Kristyn CPM;10.54;Diskret matematik och logik;HMAA61;5;0;G
Systemvetenskap;LIU50008;4463833569;Kristyn CPM;10.54;Design för användbarhet;HIID70;10;0;U
Systemvetenskap;LIU50008;4463833569;Kristyn CPM;10.54;Socialpsykologi i arbetslivet;HSOA65;5;0;U
Systemvetenskap;LIU50008;4463833569;Kristyn CPM;10.54;Databaser och datamodellering;HIIB62;5;1;U
Systemvetenskap;LIU50008;4463833569;Kristyn CPM;10.54;IT-rätt;HAFA61;5;1;U
Systemvetenskap;LIU50008;4463833569;Kristyn CPM;10.54;Datorteknik och datornät;HIIC62;5;1;U
Systemvetenskap;LIU50008;4463833569;Kristyn CPM;10.54;Objektorienterad systemutveckling;HIIC78;5;1;U
Systemvetenskap;LIU50008;4463833569;Kristyn CPM;10.54;Konstruktion och förvaltning av programvara;HIIB69;10;1;U
Systemvetenskap;LIU50008;3949706422;Lissy McGurn;20.00;IT-rätt;HAFA61;5;1;G
Systemvetenskap;LIU50008;3949706422;Lissy McGurn;20.00;Socialpsykologi i arbetslivet;HSOA65;5;0;G
Systemvetenskap;LIU50008;3949706422;Lissy McGurn;20.00;Databaser och datamodellering;HIIB62;5;1;VG
Systemvetenskap;LIU50008;3949706422;Lissy McGurn;20.00;Ekonomiska aspekter på informationssystem;HFEA65;10;1;G
Systemvetenskap;LIU50008;3949706422;Lissy McGurn;20.00;Databasteknik;HIID78;5;0;G
Systemvetenskap;LIU50008;3949706422;Lissy McGurn;20.00;Handlingsbarhet design och utvärdering;HIIC80;5;0;G
Systemvetenskap;LIU50008;3949706422;Lissy McGurn;20.00;Informatik, teknik och lärande;HIIA66;5;1;G
Systemvetenskap;LIU50008;3949706422;Lissy McGurn;20.00;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;VG
Systemvetenskap;LIU50008;3949706422;Lissy McGurn;20.00;Design för användbarhet;HIID70;10;0;G
Systemvetenskap;LIU50008;3949706422;Lissy McGurn;20.00;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;G
Systemvetenskap;LIU50008;3949706422;Lissy McGurn;20.00;Objektorienterad systemutveckling;HIIC78;5;1;G
Systemvetenskap;LIU50008;3949706422;Lissy McGurn;20.00;Inter och Intranet;HIIB72;5;1;G
Systemvetenskap;LIU50008;3949706422;Lissy McGurn;20.00;Konstruktion och förvaltning av programvara;HIIB69;10;1;G
Systemvetenskap;LIU50008;3949706422;Lissy McGurn;20.00;Samhällsvetenskaplig kunskapsbildning;HIIC65;5;1;G
Systemvetenskap;LIU50008;2489474128;Bambi Focht;20.00;Konstruktion av programvara;HIIB70;5;1;G
Systemvetenskap;LIU50008;2489474128;Bambi Focht;20.00;Statistiska metoder;HSTA69;5;0;G
Systemvetenskap;LIU50008;2489474128;Bambi Focht;20.00;Affärssystem och organisering;HIIC81;5;0;VG
Systemvetenskap;LIU50008;2489474128;Bambi Focht;20.00;Socialpsykologi i arbetslivet;HSOA65;5;0;G
Systemvetenskap;LIU50008;2489474128;Bambi Focht;20.00;IT-rätt;HAFA61;5;1;G
Systemvetenskap;LIU50008;2489474128;Bambi Focht;20.00;Introduktion till systemutveckling;HIIA67;15;1;G
Systemvetenskap;LIU50008;2489474128;Bambi Focht;20.00;Databasteknik;HIID78;5;0;G
Systemvetenskap;LIU50008;2489474128;Bambi Focht;20.00;Handlingsbarhet design och utvärdering;HIIC80;5;0;G
Systemvetenskap;LIU50008;2489474128;Bambi Focht;20.00;Organisationsteori;HFEA64;5;1;G
Systemvetenskap;LIU50008;2489474128;Bambi Focht;20.00;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;G
Systemvetenskap;LIU50008;2489474128;Bambi Focht;20.00;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;G
Systemvetenskap;LIU50008;2489474128;Bambi Focht;20.00;Datorteknik och datornät;HIIC62;5;1;G
Systemvetenskap;LIU50008;2489474128;Bambi Focht;20.00;Inter och Intranet;HIIB72;5;1;G
Systemvetenskap;LIU50008;2489474128;Bambi Focht;20.00;Konstruktion och förvaltning av programvara;HIIB69;10;1;G
Systemvetenskap;LIU50008;2369537134;Marthena Demps;15.18;Konstruktion av programvara;HIIB70;5;1;U
Systemvetenskap;LIU50008;2369537134;Marthena Demps;15.18;Databaser och datamodellering;HIIB62;5;1;G
Systemvetenskap;LIU50008;2369537134;Marthena Demps;15.18;IT-rätt;HAFA61;5;1;U
Systemvetenskap;LIU50008;2369537134;Marthena Demps;15.18;Socialpsykologi i arbetslivet;HSOA65;5;0;U
Systemvetenskap;LIU50008;2369537134;Marthena Demps;15.18;Statistiska metoder;HSTA69;5;0;VG
Systemvetenskap;LIU50008;2369537134;Marthena Demps;15.18;Affärssystem och organisering;HIIC81;5;0;G
Systemvetenskap;LIU50008;2369537134;Marthena Demps;15.18;Ekonomiska aspekter på informationssystem;HFEA65;10;1;VG
Systemvetenskap;LIU50008;2369537134;Marthena Demps;15.18;Databasteknik;HIID78;5;0;U
Systemvetenskap;LIU50008;2369537134;Marthena Demps;15.18;Handlingsbarhet design och utvärdering;HIIC80;5;0;G
Systemvetenskap;LIU50008;2369537134;Marthena Demps;15.18;Organisationsteori;HFEA64;5;1;G
Systemvetenskap;LIU50008;2369537134;Marthena Demps;15.18;Informatik, teknik och lärande;HIIA66;5;1;G
Systemvetenskap;LIU50008;2369537134;Marthena Demps;15.18;Diskret matematik och logik;HMAA61;5;0;G
Systemvetenskap;LIU50008;2369537134;Marthena Demps;15.18;Design för användbarhet;HIID70;10;0;G
Systemvetenskap;LIU50008;2369537134;Marthena Demps;15.18;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;G
Systemvetenskap;LIU50008;2369537134;Marthena Demps;15.18;Inter och Intranet;HIIB72;5;1;U
Systemvetenskap;LIU50008;2369537134;Marthena Demps;15.18;Konstruktion och förvaltning av programvara;HIIB69;10;1;G
Systemvetenskap;LIU50008;2369537134;Marthena Demps;15.18;Samhällsvetenskaplig kunskapsbildning;HIIC65;5;1;U
Systemvetenskap;LIU50008;7952239722;Marillin Scribner;13.22;Konstruktion av programvara;HIIB70;5;1;U
Systemvetenskap;LIU50008;7952239722;Marillin Scribner;13.22;Statistiska metoder;HSTA69;5;0;G
Systemvetenskap;LIU50008;7952239722;Marillin Scribner;13.22;Socialpsykologi i arbetslivet;HSOA65;5;0;U
Systemvetenskap;LIU50008;7952239722;Marillin Scribner;13.22;Databaser och datamodellering;HIIB62;5;1;U
Systemvetenskap;LIU50008;7952239722;Marillin Scribner;13.22;IT-rätt;HAFA61;5;1;U
Systemvetenskap;LIU50008;7952239722;Marillin Scribner;13.22;Introduktion till systemutveckling;HIIA67;15;1;G
Systemvetenskap;LIU50008;7952239722;Marillin Scribner;13.22;Ekonomiska aspekter på informationssystem;HFEA65;10;1;U
Systemvetenskap;LIU50008;7952239722;Marillin Scribner;13.22;Databasteknik;HIID78;5;0;G
Systemvetenskap;LIU50008;7952239722;Marillin Scribner;13.22;Organisationsteori;HFEA64;5;1;U
Systemvetenskap;LIU50008;7952239722;Marillin Scribner;13.22;Informatik, teknik och lärande;HIIA66;5;1;G
Systemvetenskap;LIU50008;7952239722;Marillin Scribner;13.22;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;G
Systemvetenskap;LIU50008;7952239722;Marillin Scribner;13.22;Diskret matematik och logik;HMAA61;5;0;U
Systemvetenskap;LIU50008;7952239722;Marillin Scribner;13.22;Design för användbarhet;HIID70;10;0;U
Systemvetenskap;LIU50008;7952239722;Marillin Scribner;13.22;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;G
Systemvetenskap;LIU50008;7952239722;Marillin Scribner;13.22;Datorteknik och datornät;HIIC62;5;1;G
Systemvetenskap;LIU50008;7952239722;Marillin Scribner;13.22;Objektorienterad systemutveckling;HIIC78;5;1;U
Systemvetenskap;LIU50008;7952239722;Marillin Scribner;13.22;Konstruktion och förvaltning av programvara;HIIB69;10;1;G
Systemvetenskap;LIU50008;7952239722;Marillin Scribner;13.22;Inter och Intranet;HIIB72;5;1;U
Systemvetenskap;LIU50008;7952239722;Marillin Scribner;13.22;Samhällsvetenskaplig kunskapsbildning;HIIC65;5;1;U
Systemvetenskap;LIU50008;7900926964;Shandra Sickler;16.73;Konstruktion av programvara;HIIB70;5;1;G
Systemvetenskap;LIU50008;7900926964;Shandra Sickler;16.73;Socialpsykologi i arbetslivet;HSOA65;5;0;VG
Systemvetenskap;LIU50008;7900926964;Shandra Sickler;16.73;Statistiska metoder;HSTA69;5;0;G
Systemvetenskap;LIU50008;7900926964;Shandra Sickler;16.73;Affärssystem och organisering;HIIC81;5;0;G
Systemvetenskap;LIU50008;7900926964;Shandra Sickler;16.73;Introduktion till systemutveckling;HIIA67;15;1;G
Systemvetenskap;LIU50008;7900926964;Shandra Sickler;16.73;Handlingsbarhet design och utvärdering;HIIC80;5;0;G
Systemvetenskap;LIU50008;7900926964;Shandra Sickler;16.73;Informatik, teknik och lärande;HIIA66;5;1;VG
Systemvetenskap;LIU50008;7900926964;Shandra Sickler;16.73;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;G
Systemvetenskap;LIU50008;7900926964;Shandra Sickler;16.73;Diskret matematik och logik;HMAA61;5;0;G
Systemvetenskap;LIU50008;7900926964;Shandra Sickler;16.73;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;G
Systemvetenskap;LIU50008;7900926964;Shandra Sickler;16.73;Datorteknik och datornät;HIIC62;5;1;G
Systemvetenskap;LIU50008;7900926964;Shandra Sickler;16.73;Objektorienterad systemutveckling;HIIC78;5;1;G
Systemvetenskap;LIU50008;7900926964;Shandra Sickler;16.73;Konstruktion och förvaltning av programvara;HIIB69;10;1;G
Systemvetenskap;LIU50008;7900926964;Shandra Sickler;16.73;Samhällsvetenskaplig kunskapsbildning;HIIC65;5;1;VG
Systemvetenskap;LIU50008;3638271825;Lucie Philion;8.34;Databaser och datamodellering;HIIB62;5;1;U
Systemvetenskap;LIU50008;3638271825;Lucie Philion;8.34;IT-rätt;HAFA61;5;1;U
Systemvetenskap;LIU50008;3638271825;Lucie Philion;8.34;Introduktion till systemutveckling;HIIA67;15;1;U
Systemvetenskap;LIU50008;3638271825;Lucie Philion;8.34;Ekonomiska aspekter på informationssystem;HFEA65;10;1;U
Systemvetenskap;LIU50008;3638271825;Lucie Philion;8.34;Databasteknik;HIID78;5;0;U
Systemvetenskap;LIU50008;3638271825;Lucie Philion;8.34;Organisationsteori;HFEA64;5;1;U
Systemvetenskap;LIU50008;3638271825;Lucie Philion;8.34;Informatik, teknik och lärande;HIIA66;5;1;U
Systemvetenskap;LIU50008;3638271825;Lucie Philion;8.34;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;U
Systemvetenskap;LIU50008;3638271825;Lucie Philion;8.34;Diskret matematik och logik;HMAA61;5;0;U
Systemvetenskap;LIU50008;3638271825;Lucie Philion;8.34;Design för användbarhet;HIID70;10;0;U
Systemvetenskap;LIU50008;3638271825;Lucie Philion;8.34;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;U
Systemvetenskap;LIU50008;3638271825;Lucie Philion;8.34;Datorteknik och datornät;HIIC62;5;1;U
Systemvetenskap;LIU50008;3638271825;Lucie Philion;8.34;Objektorienterad systemutveckling;HIIC78;5;1;U
Systemvetenskap;LIU50008;3638271825;Lucie Philion;8.34;Konstruktion och förvaltning av programvara;HIIB69;10;1;U
Systemvetenskap;LIU50008;3638271825;Lucie Philion;8.34;Samhällsvetenskaplig kunskapsbildning;HIIC65;5;1;U
Systemvetenskap;LIU50008;6983392636;Meara Fssup;17.90;Konstruktion av programvara;HIIB70;5;1;G
Systemvetenskap;LIU50008;6983392636;Meara Fssup;17.90;IT-rätt;HAFA61;5;1;G
Systemvetenskap;LIU50008;6983392636;Meara Fssup;17.90;Statistiska metoder;HSTA69;5;0;G
Systemvetenskap;LIU50008;6983392636;Meara Fssup;17.90;Databaser och datamodellering;HIIB62;5;1;G
Systemvetenskap;LIU50008;6983392636;Meara Fssup;17.90;Introduktion till systemutveckling;HIIA67;15;1;G
Systemvetenskap;LIU50008;6983392636;Meara Fssup;17.90;Ekonomiska aspekter på informationssystem;HFEA65;10;1;G
Systemvetenskap;LIU50008;6983392636;Meara Fssup;17.90;Databasteknik;HIID78;5;0;VG
Systemvetenskap;LIU50008;6983392636;Meara Fssup;17.90;Organisationsteori;HFEA64;5;1;G
Systemvetenskap;LIU50008;6983392636;Meara Fssup;17.90;Informatik, teknik och lärande;HIIA66;5;1;G
Systemvetenskap;LIU50008;6983392636;Meara Fssup;17.90;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;G
Systemvetenskap;LIU50008;6983392636;Meara Fssup;17.90;Diskret matematik och logik;HMAA61;5;0;G
Systemvetenskap;LIU50008;6983392636;Meara Fssup;17.90;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;G
Systemvetenskap;LIU50008;6983392636;Meara Fssup;17.90;Datorteknik och datornät;HIIC62;5;1;G
Systemvetenskap;LIU50008;6983392636;Meara Fssup;17.90;Objektorienterad systemutveckling;HIIC78;5;1;G
Systemvetenskap;LIU50008;6983392636;Meara Fssup;17.90;Konstruktion och förvaltning av programvara;HIIB69;10;1;G
Systemvetenskap;LIU50008;6983392636;Meara Fssup;17.90;Inter och Intranet;HIIB72;5;1;G
Systemvetenskap;LIU50008;4096830864;Amye Saini;15.30;Databaser och datamodellering;HIIB62;5;1;U
Systemvetenskap;LIU50008;4096830864;Amye Saini;15.30;Statistiska metoder;HSTA69;5;0;U
Systemvetenskap;LIU50008;4096830864;Amye Saini;15.30;Socialpsykologi i arbetslivet;HSOA65;5;0;U
Systemvetenskap;LIU50008;4096830864;Amye Saini;15.30;IT-rätt;HAFA61;5;1;G
Systemvetenskap;LIU50008;4096830864;Amye Saini;15.30;Introduktion till systemutveckling;HIIA67;15;1;U
Systemvetenskap;LIU50008;4096830864;Amye Saini;15.30;Ekonomiska aspekter på informationssystem;HFEA65;10;1;G
Systemvetenskap;LIU50008;4096830864;Amye Saini;15.30;Databasteknik;HIID78;5;0;U
Systemvetenskap;LIU50008;4096830864;Amye Saini;15.30;Organisationsteori;HFEA64;5;1;G
Systemvetenskap;LIU50008;4096830864;Amye Saini;15.30;Informatik, teknik och lärande;HIIA66;5;1;VG
Systemvetenskap;LIU50008;4096830864;Amye Saini;15.30;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;G
Systemvetenskap;LIU50008;4096830864;Amye Saini;15.30;Diskret matematik och logik;HMAA61;5;0;G
Systemvetenskap;LIU50008;4096830864;Amye Saini;15.30;Datorteknik och datornät;HIIC62;5;1;G
Systemvetenskap;LIU50008;4096830864;Amye Saini;15.30;Objektorienterad systemutveckling;HIIC78;5;1;VG
Systemvetenskap;LIU50008;4096830864;Amye Saini;15.30;Inter och Intranet;HIIB72;5;1;G
Systemvetenskap;LIU50008;4096830864;Amye Saini;15.30;Samhällsvetenskaplig kunskapsbildning;HIIC65;5;1;VG
Systemvetenskap;LIU50008;9861813098;Ileane Datta;20.00;Konstruktion av programvara;HIIB70;5;1;G
Systemvetenskap;LIU50008;9861813098;Ileane Datta;20.00;Affärssystem och organisering;HIIC81;5;0;G
Systemvetenskap;LIU50008;9861813098;Ileane Datta;20.00;Socialpsykologi i arbetslivet;HSOA65;5;0;G
Systemvetenskap;LIU50008;9861813098;Ileane Datta;20.00;IT-rätt;HAFA61;5;1;G
Systemvetenskap;LIU50008;9861813098;Ileane Datta;20.00;Ekonomiska aspekter på informationssystem;HFEA65;10;1;G
Systemvetenskap;LIU50008;9861813098;Ileane Datta;20.00;Databasteknik;HIID78;5;0;G
Systemvetenskap;LIU50008;9861813098;Ileane Datta;20.00;Handlingsbarhet design och utvärdering;HIIC80;5;0;G
Systemvetenskap;LIU50008;9861813098;Ileane Datta;20.00;Informatik, teknik och lärande;HIIA66;5;1;G
Systemvetenskap;LIU50008;9861813098;Ileane Datta;20.00;Organisationsteori;HFEA64;5;1;G
Systemvetenskap;LIU50008;9861813098;Ileane Datta;20.00;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;G
Systemvetenskap;LIU50008;9861813098;Ileane Datta;20.00;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;VG
Systemvetenskap;LIU50008;9861813098;Ileane Datta;20.00;Inter och Intranet;HIIB72;5;1;VG
Systemvetenskap;LIU50008;9861813098;Ileane Datta;20.00;Konstruktion och förvaltning av programvara;HIIB69;10;1;G
Systemvetenskap;LIU50008;9861813098;Ileane Datta;20.00;Samhällsvetenskaplig kunskapsbildning;HIIC65;5;1;G
Systemvetenskap;LIU50008;3790837219;Helenka Dzioba;13.70;Konstruktion av programvara;HIIB70;5;1;U
Systemvetenskap;LIU50008;3790837219;Helenka Dzioba;13.70;Statistiska metoder;HSTA69;5;0;G
Systemvetenskap;LIU50008;3790837219;Helenka Dzioba;13.70;Affärssystem och organisering;HIIC81;5;0;U
Systemvetenskap;LIU50008;3790837219;Helenka Dzioba;13.70;Databaser och datamodellering;HIIB62;5;1;U
Systemvetenskap;LIU50008;3790837219;Helenka Dzioba;13.70;Ekonomiska aspekter på informationssystem;HFEA65;10;1;G
Systemvetenskap;LIU50008;3790837219;Helenka Dzioba;13.70;Databasteknik;HIID78;5;0;G
Systemvetenskap;LIU50008;3790837219;Helenka Dzioba;13.70;Informatik, teknik och lärande;HIIA66;5;1;U
Systemvetenskap;LIU50008;3790837219;Helenka Dzioba;13.70;Organisationsteori;HFEA64;5;1;U
Systemvetenskap;LIU50008;3790837219;Helenka Dzioba;13.70;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;G
Systemvetenskap;LIU50008;3790837219;Helenka Dzioba;13.70;Diskret matematik och logik;HMAA61;5;0;G
Systemvetenskap;LIU50008;3790837219;Helenka Dzioba;13.70;Design för användbarhet;HIID70;10;0;VG
Systemvetenskap;LIU50008;3790837219;Helenka Dzioba;13.70;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;U
Systemvetenskap;LIU50008;3790837219;Helenka Dzioba;13.70;Datorteknik och datornät;HIIC62;5;1;U
Systemvetenskap;LIU50008;3790837219;Helenka Dzioba;13.70;Objektorienterad systemutveckling;HIIC78;5;1;VG
Systemvetenskap;LIU50008;3790837219;Helenka Dzioba;13.70;Inter och Intranet;HIIB72;5;1;G
Systemvetenskap;LIU50008;3790837219;Helenka Dzioba;13.70;Konstruktion och förvaltning av programvara;HIIB69;10;1;U
Systemvetenskap;LIU50008;3790837219;Helenka Dzioba;13.70;Samhällsvetenskaplig kunskapsbildning;HIIC65;5;1;G
Systemvetenskap;LIU50008;2072790546;Iona IrcInternal-Docs;10.29;Statistiska metoder;HSTA69;5;0;U
Systemvetenskap;LIU50008;2072790546;Iona IrcInternal-Docs;10.29;Socialpsykologi i arbetslivet;HSOA65;5;0;U
Systemvetenskap;LIU50008;2072790546;Iona IrcInternal-Docs;10.29;Databaser och datamodellering;HIIB62;5;1;U
Systemvetenskap;LIU50008;2072790546;Iona IrcInternal-Docs;10.29;Affärssystem och organisering;HIIC81;5;0;U
Systemvetenskap;LIU50008;2072790546;Iona IrcInternal-Docs;10.29;Ekonomiska aspekter på informationssystem;HFEA65;10;1;U
Systemvetenskap;LIU50008;2072790546;Iona IrcInternal-Docs;10.29;Databasteknik;HIID78;5;0;U
Systemvetenskap;LIU50008;2072790546;Iona IrcInternal-Docs;10.29;Handlingsbarhet design och utvärdering;HIIC80;5;0;U
Systemvetenskap;LIU50008;2072790546;Iona IrcInternal-Docs;10.29;Organisationsteori;HFEA64;5;1;U
Systemvetenskap;LIU50008;2072790546;Iona IrcInternal-Docs;10.29;Informatik, teknik och lärande;HIIA66;5;1;G
Systemvetenskap;LIU50008;2072790546;Iona IrcInternal-Docs;10.29;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;U
Systemvetenskap;LIU50008;2072790546;Iona IrcInternal-Docs;10.29;Design för användbarhet;HIID70;10;0;U
Systemvetenskap;LIU50008;2072790546;Iona IrcInternal-Docs;10.29;Diskret matematik och logik;HMAA61;5;0;G
Systemvetenskap;LIU50008;2072790546;Iona IrcInternal-Docs;10.29;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;U
Systemvetenskap;LIU50008;2072790546;Iona IrcInternal-Docs;10.29;Datorteknik och datornät;HIIC62;5;1;U
Systemvetenskap;LIU50008;2072790546;Iona IrcInternal-Docs;10.29;Objektorienterad systemutveckling;HIIC78;5;1;U
Systemvetenskap;LIU50008;2072790546;Iona IrcInternal-Docs;10.29;Inter och Intranet;HIIB72;5;1;U
Systemvetenskap;LIU50008;2072790546;Iona IrcInternal-Docs;10.29;Samhällsvetenskaplig kunskapsbildning;HIIC65;5;1;U
Systemvetenskap;LIU50008;8256715148;Arlana Bins;16.82;Konstruktion av programvara;HIIB70;5;1;U
Systemvetenskap;LIU50008;8256715148;Arlana Bins;16.82;Affärssystem och organisering;HIIC81;5;0;VG
Systemvetenskap;LIU50008;8256715148;Arlana Bins;16.82;Databaser och datamodellering;HIIB62;5;1;VG
Systemvetenskap;LIU50008;8256715148;Arlana Bins;16.82;Statistiska metoder;HSTA69;5;0;G
Systemvetenskap;LIU50008;8256715148;Arlana Bins;16.82;Socialpsykologi i arbetslivet;HSOA65;5;0;G
Systemvetenskap;LIU50008;8256715148;Arlana Bins;16.82;Introduktion till systemutveckling;HIIA67;15;1;G
Systemvetenskap;LIU50008;8256715148;Arlana Bins;16.82;Ekonomiska aspekter på informationssystem;HFEA65;10;1;G
Systemvetenskap;LIU50008;8256715148;Arlana Bins;16.82;Handlingsbarhet design och utvärdering;HIIC80;5;0;VG
Systemvetenskap;LIU50008;8256715148;Arlana Bins;16.82;Informatik, teknik och lärande;HIIA66;5;1;G
Systemvetenskap;LIU50008;8256715148;Arlana Bins;16.82;Organisationsteori;HFEA64;5;1;G
Systemvetenskap;LIU50008;8256715148;Arlana Bins;16.82;Design för användbarhet;HIID70;10;0;G
Systemvetenskap;LIU50008;8256715148;Arlana Bins;16.82;Diskret matematik och logik;HMAA61;5;0;G
Systemvetenskap;LIU50008;8256715148;Arlana Bins;16.82;Datorteknik och datornät;HIIC62;5;1;G
Systemvetenskap;LIU50008;8256715148;Arlana Bins;16.82;Objektorienterad systemutveckling;HIIC78;5;1;U
Systemvetenskap;LIU50008;8256715148;Arlana Bins;16.82;Inter och Intranet;HIIB72;5;1;G
Systemvetenskap;LIU50008;8256715148;Arlana Bins;16.82;Konstruktion och förvaltning av programvara;HIIB69;10;1;G
Systemvetenskap;LIU50008;4600465030;Ashlee Admin-mtv;11.19;Konstruktion av programvara;HIIB70;5;1;U
Systemvetenskap;LIU50008;4600465030;Ashlee Admin-mtv;11.19;Socialpsykologi i arbetslivet;HSOA65;5;0;U
Systemvetenskap;LIU50008;4600465030;Ashlee Admin-mtv;11.19;Statistiska metoder;HSTA69;5;0;U
Systemvetenskap;LIU50008;4600465030;Ashlee Admin-mtv;11.19;IT-rätt;HAFA61;5;1;U
Systemvetenskap;LIU50008;4600465030;Ashlee Admin-mtv;11.19;Databaser och datamodellering;HIIB62;5;1;U
Systemvetenskap;LIU50008;4600465030;Ashlee Admin-mtv;11.19;Ekonomiska aspekter på informationssystem;HFEA65;10;1;U
Systemvetenskap;LIU50008;4600465030;Ashlee Admin-mtv;11.19;Databasteknik;HIID78;5;0;U
Systemvetenskap;LIU50008;4600465030;Ashlee Admin-mtv;11.19;Handlingsbarhet design och utvärdering;HIIC80;5;0;U
Systemvetenskap;LIU50008;4600465030;Ashlee Admin-mtv;11.19;Organisationsteori;HFEA64;5;1;U
Systemvetenskap;LIU50008;4600465030;Ashlee Admin-mtv;11.19;Informatik, teknik och lärande;HIIA66;5;1;U
Systemvetenskap;LIU50008;4600465030;Ashlee Admin-mtv;11.19;Diskret matematik och logik;HMAA61;5;0;U
Systemvetenskap;LIU50008;4600465030;Ashlee Admin-mtv;11.19;Design för användbarhet;HIID70;10;0;U
Systemvetenskap;LIU50008;4600465030;Ashlee Admin-mtv;11.19;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;U
Systemvetenskap;LIU50008;4600465030;Ashlee Admin-mtv;11.19;Objektorienterad systemutveckling;HIIC78;5;1;U
Systemvetenskap;LIU50008;4600465030;Ashlee Admin-mtv;11.19;Inter och Intranet;HIIB72;5;1;U
Systemvetenskap;LIU50008;1348537678;Drucie Dall'oste;14.01;Konstruktion av programvara;HIIB70;5;1;U
